#A:alice B:bob 
#auth:NB2,['A', 'B']
#NB2:[[1, 'X2'], [2, 'X7'], [3, 'X12'], [4, 'X17'], [5, 'X22'], [6, 'X27'], [7, 'X32'], [8, 'X37'], [9, 'X42'], [10, 'X47']]
#timestamp,session,step,active_part,passive_part,action,msg_content,msg_type
19:18:59:833,5,2,alice,bob,sent,@4b29d1d2,javax.crypto.SealedObject
19:18:59:878,5,2,bob,alice,received,@4b29d1d2,javax.crypto.SealedObject
19:18:59:880,5,2,bob,-,eq_check,X25,anbxj.Crypto_ByteArray.toString
19:18:59:881,5,3,bob,alice,sent,@2ddc9a9f,javax.crypto.SealedObject
19:18:59:922,5,3,alice,bob,received,@2ddc9a9f,javax.crypto.SealedObject
19:18:59:923,5,3,alice,-,inv_check,X23,anbxj.Crypto_ByteArray.toString
19:18:59:924,5,3,alice,-,inv_check,X22,anbxj.Crypto_ByteArray.toString
19:18:59:925,6,0,alice,-,generateNumber,X26,anbxj.Crypto_ByteArray
19:18:59:939,6,0,alice,-,AnBx_Params,X1;X26,anbxj.AnBx_Params
19:18:59:944,6,0,alice,-,AnBx_Params,alice;X1;X26,anbxj.AnBx_Params
19:18:59:946,6,0,alice,bob,sent,alice;X1;X26,javax.crypto.SealedObject
19:18:59:992,6,0,bob,alice,received,alice;X1;X26,javax.crypto.SealedObject
19:19:00:001,6,0,bob,-,AnBx_Params,X1;X26,anbxj.AnBx_Params
19:19:00:001,6,0,bob,-,inv_check,X26,anbxj.Crypto_ByteArray.toString
19:19:00:001,6,0,bob,-,eq_check,alice,java.lang.String.toString
19:19:00:002,6,1,bob,-,generateNumber,X27,anbxj.Crypto_ByteArray
19:19:00:014,6,1,bob,-,generateNumber,X28,anbxj.Crypto_ByteArray
19:19:00:027,6,1,bob,-,AnBx_Params,X29;X28,anbxj.AnBx_Params
19:19:00:029,6,1,bob,alice,sent,X29;X28,javax.crypto.SealedObject
19:19:00:074,6,1,alice,bob,received,X29;X28,javax.crypto.SealedObject
19:19:00:078,6,1,alice,-,eq_check,X29,anbxj.Crypto_ByteArray.toString
19:19:00:078,6,2,alice,bob,sent,@6440112d,javax.crypto.SealedObject
19:19:00:121,6,2,bob,alice,received,@6440112d,javax.crypto.SealedObject
19:19:00:122,6,2,bob,-,eq_check,X30,anbxj.Crypto_ByteArray.toString
19:19:00:123,6,3,bob,alice,sent,@74ea2410,javax.crypto.SealedObject
19:19:00:166,6,3,alice,bob,received,@74ea2410,javax.crypto.SealedObject
19:19:00:167,6,3,alice,-,inv_check,X28,anbxj.Crypto_ByteArray.toString
19:19:00:168,6,3,alice,-,inv_check,X27,anbxj.Crypto_ByteArray.toString
19:19:00:169,7,0,alice,-,generateNumber,X31,anbxj.Crypto_ByteArray
19:19:00:182,7,0,alice,-,AnBx_Params,X1;X31,anbxj.AnBx_Params
19:19:00:185,7,0,alice,-,AnBx_Params,alice;X1;X31,anbxj.AnBx_Params
19:19:00:186,7,0,alice,bob,sent,alice;X1;X31,javax.crypto.SealedObject
19:19:00:231,7,0,bob,alice,received,alice;X1;X31,javax.crypto.SealedObject
19:19:00:240,7,0,bob,-,AnBx_Params,X1;X31,anbxj.AnBx_Params
